Title,Director,Year,Plot,Genre
"Kasal, Kasali, Kasalo",Jose Javier Reyes,2006.0,"Angie and Jed are the two most unlikely people to fall in love with each other. When his parents force him to migrate to the US, Jed does the unimaginable - he proposes to Angie. Hasty wedding preparations and conflict between their families almost drive them crazy. This is when they realize that marriage life isn't exactly ""happily ever after.""::star cinema","Comedy, Romance"
Manay Po,Joel Lamangan,2006.0,"Manay Po tells the story of Luz, a small time jeweler who dreams of making it big so as to provide a better life for her family. Her life revolves around her brood of three, namely, Oscar, Orson and Orwell and her live-in boyfriend Gerry. With the help of her good friend and maid Maritess, Luz was able to raise her children normally despite the absence of a husband. Or so she thought.. Oscar is a rising architect from a major firm and is betrothed to be married to his girlfriend of five years Pauleen. Unknown to Luz and everyone else, Oscar is a closet homosexual and is keeping his relationship with engineer best friend Adrian Pengson a secret. Orson, on the other hand, is openly gay, much to Oscar's discomfort. He is fun-loving, sweet and engaged in numerous extracurricular activities in school. His one true love is his best friend Marky, whom he always tries to impress by lavishing him with affection. Then there's Orwell - a young teener who is at crossroads with regard to his sexuality. Due to his confusion, Orwell pretty much keeps to himself. As such, Luz and his two brothers are clueless about his real identity. In spite of her children's questionable sexualities, their family paints a picture of a happy family - a home filled with laughter and unconditional love. Then one day, a family crisis involving stolen jewelry jolts Luz out of her seemingly perfect existence. She decides to keep it a secret from her children, wanting to shield them from any form of worry. With Gerry's help, Luz tries her best to keep the semblance of normalcy within the household and at the same time keeping the family together. In the end, revelations come tumbling one after the other and Luz finds herself faced with a decision that will shape the future of her family.::Anonymous",Comedy
Mano Po 5: Gua Ai Di,Joel Lamangan,2006.0,"A culinary romance set in Binondo, where Chinese traditions are still very much observed, Mano Po 5: Gua Ay Di is a touching story of how a young Chinese woman fights for the man she loves. She is doomed by strict family traditions to only wed someone of pure Chinese descent. But Charity finds love where she was not supposed to find it... at least according to her cold-hearted mother. Despite being met with resistance by her traditional Chinese family, most especially her mother, Charity continues her relationship with Nathan. Nathan, on the other hand, proves himself and his love to her by making an effort to learn about her background, culture and language resulting into various mishaps, sometimes comical and other times just plain disastrous. Charity finds solace in the kitchen, her cooking interwoven with the story of her ill-fated romance. Will true love prevail in the end? And will she be able to come up with the perfect recipe for love?::MMFF","Comedy, Drama, Romance"
Matakot Ka sa Karma,Jose Javier Reyes,2006.0,"This is a horror trilogy ""about an antique shop where the pieces of the furniture each have their own stories from the past. The new owners get their little piece of horror,"" says Joey Reyes. In ""Kama,"" Aleli purchases an antique bed, not realizing that its previous owner of the bed is out to claim her son. ""Aparador"" is about a couple who purchased an antique cabinet where a young man died inside before. In ""Tokador"", an independent woman gets a possessed dresser out to take her soul.::mmff",Horror
Mga Batang Bangketa,,2006.0,,Drama
Moments of Love,Mark A. Reyes,2006.0,,"Drama, Fantasy, Romance"
Mourning Girls,Gil Portes,2006.0,,"Comedy, Drama"
Pacquiao: The Movie,Joel Lamangan,2006.0,,"Action, Biography, Drama, Sport"
Pamahiin,Rahyan Carlos,2006.0,"Noah comes home from the States to look into the real reason behind his best friend Damian's death. With his clairvoyant girlfriend Eileen, he meets old folks who shed light on pervasive superstitious beliefs about death and ghosts. Noah's skepticism is challenged as four souls trail him and Eileen.::Irishlass240 (smmorr240@aolcom)","Horror, Thriller"
Oh My Ghost!,Tony Y. Reyes,2006.0,A ghost haunts a group of boys by wreaking havoc after she's met her demise.::Dynasti Noble,"Comedy, Horror"
"Shake, Rattle & Roll 8","Mike Tuviera, Rahyan Carlos and Topel Lee",2006.0,"Just like the seven previous Shake, Rattle and Roll films, this has three episodes-""13/F,"" about a children's party held in a forbidden floor, ""Yaya"" is about a naughty kid who discovers that her new nanny is a vampire, and ""LRT"" is about a freak accident in which people find themselves trapped in an LRT coach, chased by a monster.::mmff isamoron","Comedy, Horror"
Sukob,Chito S. Roño,2006.0,"Sandy and Phil, both Overseas Workers in Dubai, are busy preparing for their wedding. Upon reaching her home, Sandy learns from her mother, Daisy, what happened to her friend, Helen. A short time after Helen's father died, Helen proceeded with her wedding. A few weeks after the wedding, Helen's husband dies in a plane crash. As Helen goes to the crash site, she dies in a bus accident. A few weeks later, Helen's mother suddenly disappears inside her house. Their bodies have never been recovered. Sandy proceeds with her own wedding. During the ceremony, she suffers from nosebleed and starts seeing glimpses of a ghostly flower girl. It turns out that she is not the only one who saw it. Maja, a psychic and the daughter of her husband's cousin, also saw the flower girl. Hours later, Sandy and Phil learn that the van carrying some of the secondary sponsors met an accident. When they get to the site, the bodies of the victims could not be found. Instead, they see a bridal cord. Sandy's relatives and friends disappear one by one. Things become more mysterious when Sandy receives their respective wedding photos. The people who died are headless in the photos. They realize that all the headless people in the photos are bound to die. Joya tells Sandy that she is cursed by the ""sukob."" Sandy is shocked - no one in her family has died recently, nor has anyone gotten married. In searching for the truth, Sandy unearths a dark family secret. Now, Sandy has to find a way to end the curse before it takes away all the people she holds dear.::Anonymous","Drama, Horror, Thriller"
Super Noypi,Quark Henares,2006.0,"Six childhood friends discover that their parents are the legendary Super Noypi-the most powerful superheroes in the land. But when their parents are taken hostage, the six-who also have super powers like telekinesis, invisibility, superhuman strength and speed, shape-shifting, casting spells and control of both fire and ice-stick together to save them and the world.::mmff","Action, Adventure, Fantasy, Sci-Fi"
Tatlong Baraha,Toto Natividad,2006.0,"The father and sons triumvirate play three oppressed Filipinos during the Spanish regime-a cowardly farmer (Lito), a mentally challenged man (Mark), and a hunchback bellringer (Maynard). Because of their sufferings, they were blessed with powers to help their fellowmen.::mmff",Action
Till I Met You,Mark A. Reyes,2006.0,,"Comedy, Romance"
Tulad Ng Dati,,2006.0,A movie about the Filipino rock Band The Dawn.::Anonymous,"Drama, Music"
Txt,Mike Tuviera,2006.0,"A provocative thriller that will surely raise the fear in you. Proving that no one, not even DEATH can separate us from the living. A story that conquers the old adage ""till death do us part"", Roman (Oyo Boy Sotto) dies in a car accident. In a restless and unforgiving state he continues to prove his affection for girlfriend Joyce (Angel Locsin) . He then decides to embark in an intrepid and malevolent journey in order to keep Joyce. Joyce then began receiving hair raising text messages and even gets ""death photos"" of people close to her, including that of her current beau Alex (Dennis Trillo). She ignores these at first, but when the deaths happen under the exact circumstances at which they were predicted, she realizes she must fight the evil behind all these to protect her loved ones from this supernatural force.::Anonymous","Drama, Horror, Mystery, Thriller"
Wag Kang Lilingon,,2006.0,"""Wag Kang Lilingon is a twin-bill horror movie In the first story ""Uyayi,"" Anne plays Melissa, a young nurse with a bright future ahead of her. But will the future turn to her favor as strange and violent events occur at the hospital she works for. Together with her boyfriend James, they try to uncover the killer behind the rising number of deaths among the patients in the hospital. But will she be one of the victims? Quark Henares megs the episode. In the second story ""Salamin,"" Kristine plays Angel, a beautiful young family breadwinner whose only aspiration is to see her family live a better life. When her father left her and her mother and younger sister for another woman, Angel decided to move into a new place. Little did they know the danger that lies ahead. As she discovers an old mirror, she makes a wish at the stroke of midnight by the candlelight-to know her future. Instead she unwittingly opens a portal of spirits! What will be the repercussions of her actions? Jerry Lopez-Sineneng directs ""Salamin.""::star cinema",Horror
White Lady,Jeff Tan,2006.0,"This Filipino thriller has a college girl, Pearl (Pauleen Luna), delving into the horrific history of her school when a female spirit clad all in white starts following her. Who is she, and why is she so tormented? Soon, the torturous events surrounding the incessant bullying of a young girl named Christina (Angelica Panganiban) begin to surface, and the details show Pearl may be implicated in the mystery far more than she'd care to be.::Netflix",Horror
You Are the One,Cathy Garcia-Molina,2006.0,"He is Martin Quesada, ex-F1 driver, now successfully managing the family business. he is a very kind person but since the death of his parents and his wife he is feeling an emptiness which cannot be filled neither by his girlfriend Constanza or his remaining relatives, cousins Miguel and Debi. after longer time abroad he comes back and in the hall of his firm he meets a girl who rocks his world completely. she is Esperanza Muñoz, la Monita, boxer who due to a hand injury is looking for a job. she lives with her long time boyfriend Quique and his mother Nieves in pension and dreams of a big boxing career. and the encounter with Martin rocks her world as well. Martin offers her a job and with this the problems start. because while Monita is trying to keep secret her boxing and her boyfriend from Martin, he is trying to convince his girlfriend that there is nothing going on between him and Monita. but what they cannot keep secret is their growing affection for each other.::carly","Comedy, Romance, Sport"
ZsaZsa Zaturnnah Ze Moveeh,Joel Lamangan,2006.0,"After experiencing heartache, Adrian a.k.a. Ada - a conservative homosexual, leaves the city with his cousin Aruba. Relocating to a quaint province to start a new life and a parlor business, she meets her assistant Didi, her new secret love Dodong and a multitude of wacky characters including Dodong's brother Poldo, the peculiar couple Aling Britney and Mang Justin and her arch-rival when it comes to Dodong's affections Krystal. When a mysterious stone engraved with the words ""Zaturnnah"" falls from the sky one night, Ada gulps it down and he is magically transformed into Zsa Zsa Zaturnnah, a super heroine with immense strength and extraordinary beauty. In the pursuit of liberty, truth, justice and loads of excellent hair coloring, she fearlessly defends her newfound home from a giant frog, zombies running amok and from the overbearing Amazonistas from Planet X led by man-hater Queen Femina.::http://getzmo.com/article.html?id=155","Action, Adventure, Comedy, Fantasy, Musical, Sci-Fi"
Agent X44,Joyce Bernal,2007.0,"Due to the recommendation of his godfather who is a renowned secret agent, a bumbling reserved agent was tasked to retrieve an important artifact.","Action, Comedy"
Ala suerte ala muerte,Briccio Santos,2007.0,,
Altar,Rico Maria Ilarde,2007.0,"Anton is a former boxer who retired upon accidentally killing an opponent in the ring during a prizefight in the U.S. Returning to the Philippines, he finds himself destitute and jobless. He is hired by a mysterious foreman named Erning who assigns him and a companion named Lope to renovate a lone, decrepit house on a hill at the outskirts of Metro Manila. While working in relative isolation in the house, an apparition of a ghostly child appears to Anton seeking his help to release her from the clutches of a demonic-looking entity dressed in a cloak and mask, who enslaves the little girl inside the second-story room of the house. Despite specific instructions not to open the locked basement door of the house, the mischievous Lope's insatiable curiosity leads him to do the exact opposite. He inspects the contents of that peculiar cellar of the home. Standing against a corner wall of the room, he finds a large antique wooden altar on top of which is the carved bust of a strange dark woman, eyes shut, seemingly in peaceful prayer. One creepy event leads to another. The men make the acquaintance of a pair of pretty maids, Angie and Giselle, who work for one of the neighborhood's other households. Anton and Angie quickly develop a budding romance and he solicits her help to unlock the ghostly house's strange and dark mystery. Little does Anton know that his arrival in the house was never sheer coincidence, but the deliberate, nefarious plan of a mysterious figure doing the bidding of a truly terrifying and evil force. Bloodcurdling events occur, one after the other, till all these snowball towards a violent climax.::Anonymous",Horror
Ang Cute Ng Ina Mo,Wenn V. Deramas,2007.0,"A young woman looks for reasons to reject her estranged mother, who has returned after 20 years.","Comedy, Drama"
Angels,"Gina Alajar, Dingdong Dantes, Mark A. Reyes",2007.0,Young Florentines take refuge from the black plague and engage in bawdy adventures and lusty exchanges.::Anonymous,"Adventure, Comedy, History, Romance"
"Apat Dapat, Dapat Apat",Wenn V. Deramas,2007.0,"Four women who swear to be friends forever become domestic helpers abroad. However, one of them is beaten to death by her employer. Keeping their promise to come home safe, sound and alive, Brite, Gay and Dolly decide to bring their dead friend Res home.",Comedy
Ataul For Rent,"Neal ""Buboy"" Tan",2007.0,"Ataul for Rent is a narrative social satire movie depicting the lives of the slum dwellers of ""Kalyehong Walang Lagusan"", a very narrow, congested, miserable alley/compound in a typical squatter's area. The story revolves around the lives of a live-in couple who owns a small-time funeral parlor renting out coffins of four different sizes, small, medium, large and extra small. Guido, the owner, doubles as the embalmer, while his partner, Pining, does the make-up and uses the same implements for both the dead and the living and is the jueteng kubrador of the neighborhood. Gossipers, gamblers, drunkards, drug addicts, ex-convicts, prostitutes, snatchers and other notorious characters regularly hang out in the funeral wake/s of the alley either drinking alcohol, in the gaming table, or just gossiping around. These personalities, having been born and growing up in this kind of environment, see themselves as having the right to abuse their own bodies and cause untold miseries to others. These same people do not believe in God but eventually will call on Him in the midst of their deathbeds. The story progresses with rental use of three coffins because of the deaths, one after the other, of Tale, the shabu-user mother of a drunkard son who loves her so much; Moises, a professional thief who was killed/salvaged by the police and was a husband to a nagging wife with three kids; and Andoy, an addict whose brother Danny is a call boy con snatcher and whose gambling laundry woman mother Aling Carmen became insane after Andoy was killed by a drug lord and gang leader. The narrative is told through the eyes of the neighborhood hobo, Batul, whose pure heart and innocence witnesses all the daily drama, miseries and evil deeds unfolding within the alley. The compound became a haven for scums and other no-good doers and has become a threat to the community and its authorities. Eventually, all houses were demolished in a violent manner that ends the aberrant activities and injustices of the people towards other people, and on the same site, a new church will be constructed...and a new hope.::Buboty Tan",Drama
Autohystoria,Raya Martin,2007.0,,Drama
"Ay, Ayeng",Ed Palmos,2007.0,,
A Love Story,,2007.0,"What if you met the woman you wanted to make your wife after you married someone else? Ian Montes is a picture of success. Despite being a son of a shipping tycoon, Ian refused to just ride in his father's empire. He built his own real estate company and earned his first million at a very young age. He never looked back since then. Driven by his ambition to become better, if not as good as his father, Ian managed to make it on his own. But behind all the glory is a man yearning for love and recognition. Wounded from the abandonment of their mother when he was 17 and desperate for his father's approval, Ian longed for someone who can and will love him unconditionally. And he felt this twice when he met two women who would change his life forever - Joanna and Karyn. Joanna Villanueva is a picture of quiet confidence and success. Healing from a heartbreak caused by an errant ex-husband, Joanna found love again when she rescued Ian from a water-skiing accident in La Union. Being a doctor, Joanna nurtured Ian and showered him with love and attention. With Joanna, Ian found the home he sorely missed and a life of bliss he never thought he could have. But there is also Karyn. Karyn Torres is a flight stewardess he met when he once went to Macau for a business trip. At 24, Karyn is the epitome of youthful sensuality and worldliness. With Karyn, every moment is filled with excitement and spontaneity. With Karyn, Ian found the life he's always wanted. And so Ian is left with a choice... In the end, Ian, Joanna and Karyn learn - though in the most painful ways - the true meaning of unconditional love and forgiveness.::Anonymous","Drama, Romance"
Anak ng Kumander,,2007.0,,
Bahay Kubo,Joel Lamangan,2007.0,"Farmer Eden goes to town selling her produce and finds and adopts Lily which, eventually lead to adoption of several children. Whenever the officials intervene, Eden friends helped Eden out by claiming some of the children are theirs.","Comedy, Drama"
Banal,,2007.0,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.::Anonymous,"Comedy, Family, Fantasy"
Barang,Neal Tan,2007.0,,
Batanes: Sa Dulo Ng Walang Hanggan,,2007.0,,
Desperadas,Joel Lamangan,2007.0,"This Filipino story centers around four beautiful half-sisters each with a different lifestyle and unresolved issues on family, relationships, and personal hang-ups. Each sister is searching for answers on love and life. The sisters face a variety of challenges as they struggle and cope with life's trial and adversities in this charming comic drama from the Philippines.","Comedy, Romance"
"Enteng Kabisote 4: Okay Ka, Fairy Ko: The Beginning of the Legend",Tony Y. Reyes,2007.0,,"Action, Adventure, Comedy, Family, Fantasy"
Faces of Love,Eddie Romero,2007.0,,Drama
Happy Hearts,,2007.0,,"Comedy, Romance"
Hide and Seek,,2007.0,,
I've Fallen For You,Lino Cayetano,2007.0,"When Alex Reyes realizes her college future has been handed to a boy with the same name, the two embark on a friendship that leads them to discover the truth behind their family's past.::MissFortuneCookie","Drama, Romance"
Jupit,,2007.0,,
Summer Heat,,2007.0,"The life of a public school epitomized by disobedient student Jonah Takalua, self-absorbed private school exchange student Ja'mie King, and megalomaniac drama teacher Mr. G.::Haider Saleem","Comedy, Drama, Family, Musical, Romance"
Katas ng Saudi,,2007.0,,"Comedy, Drama"
Kubrador,Jeffrey Jeturian,2007.0,"Les journeys into Labrador in the Canadian Maritimes. The scenario: driving a dog sled team almost 100 miles back to civilization in late winter. The supplies: a .22 rifle, a bucket of caribou meat (for the dogs, not for him), and, for the first time, a self-designed survival kit. The dangers: hypothermia, getting lost, the weather's effect on the trail, and injury from the sled or the dogs. Added difficulties: the dogs aren't familiar with Les, the possibility of vicious fights between the dogs, and Les simulates the role of stranded dog sled driver.::Jim Poserina","Documentary, Adventure"
Ligalig,Cesar Montano,2007.0,,
Mano Po 5,Joel Lamangan,2007.0,"Farmer Eden goes to town selling her produce and finds and adopts Lily which, eventually lead to adoption of several children. Whenever the officials intervene, Eden friends helped Eden out by claiming some of the children are theirs.","Comedy, Drama"
Moreno,Crisaldo Pablo,2007.0,"When Chris arrives at the village of T'boli in lake Sebu, South Cotabato, he thought he has left his dark recent past behind. He is working on commission as a video documentarist to make a profile on the women T'boli and their changing views on multiple marriages. The most affluent men, called Datu, marry more than once and each time pays dowry to the family of the women they marry. When a young T'boli woman, Ngapon, tells Chris that she wants to be free from a marriage that was set by her parents and to go to Manila, Chris begins to confront waht he left in the city. Like the proud Datu with many wives, Chris has Denver, a bronze skinned lover in Manila, who is proud of his relationships. Denver lives with Chris in an apartment as partners yet he still goes into sexual and emotional relationships with other men. Ngapon's quest for freedom becomes Chris journey to a very sad dark past.::Anonymous",Drama
My Kuya's Wedding,Topel Lee,2007.0,"A younger sister tries to ruin her brother's wedding for she knows that he will leave her alone after he marries his fiancee. She tries to concoct a scene by following her brother's pamamanhikan in the province, revealing further details about the woman's family.","Comedy, Romance"
Nasaan Ka Ng Kailangan Kita,,2007.0,,
One More Chance,Cathy Garcia-Molina,2007.0,"Longtime couple Basha (Bea Alonzo) and Popoy (John Lloyd Cruz) are practically inseparable, so when they split up, it's not surprising how heartbroken each feels. But Basha, stifled by the relationship, wants to spread her wings, and Popoy loves her too much to stand in her way. Struggling to build their lives anew, the onetime lovers face daily reminders of their happier times together even as they try to chart their own paths.::ledster","Drama, Romance"
Ouija,Topel Lee,2007.0,,
Paano Kita Iibigin,Joyce Bernal,2007.0,"A single mother, who is fired from her job and thrown out of her house, goes to a resort for a vacation.","Comedy, Drama, Romance"
Pasukob,Wenn V. Deramas,2007.0,"Juanita (Eugene Domingo) barely escapes her mother-in-law's wrath. Maria (Debraliz) also puts a curse on Juanita and one of her daughters, Julia Rose (Ai-Ai de las Alas), the curse was that they will encounter a lifetime of Bad Luck. But Maria blesses the other daughter, Jenny Rose (Rufa Mae Quinto) with good fortune. Series of appalling events and revelations unfold as their lives intertwine.",Comedy
The Promise,Mike Tuviera,2007.0,An overbearing mother seeks to discover the truth behind her daughter's life threatening nightmares. A truth that could destroy her marriage.::Shandra McDonald-Bradford,"Short, Drama"
Resiklo,Mark A. Reyes,2007.0,An ex-military colonel and his fellow survivors must stand a chance against the alien race called Balangs who conquered their entire world.,"Action, Fantasy, Sci-Fi"
Saan Nagtatago si Happiness,Florida M. Bautista and Real Florido,2007.0,,
"Sakal, Sakali, Saklolo",Jose Javier Reyes,2007.0,"New parents, Jed (Ryan Agoncillo) and Angie (Judy Ann Santos), decide they are in need of the overdue honeymoon they never had. When they decide to leave their baby Rafa with friends rather than to either grandmother, both of their overbearing mothers are not happy. This leads both grandmothers to prove to their kids, they are capable of babysitting despite hating one another.","Comedy, Romance"
Selda,"Ellen Ramos, Paolo Villaluna",2007.0,"Set in two contrasting environments that undeline the same premise of imprisonment, Selda tells the story of Rommel (Sid Lucero), a young man who accidentally kills a boy, resulting in his incarceration. Inside the jail, he befriends another inmate, Esteban (Emilio), who becomes his rock and protector. Seven years later, Rommel is living in the province as a farmer together with Sita (Ara Mina) his wife. Esteban tracks down Rommel in hopes of renewing a brewing love affair. Rommel and Sita welcome Esteban into their lives, until their intimacy crosses borderlines and results in the undeniable scourge of self-discovery.","Drama, Romance"
"Shake, Rattle & Roll 9","Paul Daza, Michael Tuviera, Toppel Lee",2007.0,"Like the previous installments, Shake,Rattle and Roll 9 showcases three horror episodes. The first story, Christmas Tree is about a family who are spending their christmas vacation on their grandmother's house after a painful tragedy. Until a strange monster christmas tree is waiting for a right time to eat all the family members for it's christmas feast. The next segment is about a desperate woman, Marionne(Roxanne Guinoo) for her true love Jerome(Dennis Trillo). One day, she did a ritual that suddenly traps her and Jerome in each other's nightmare forever. The title of this segment is ""Bangungot"". The third and final episode's title is ""Engkanto""tacles about a gothic band who are lost in the middle of the woods and encounters an ""Engkanto""::Jason Li","Comedy, Horror, Music, Thriller"
Silip,Joel Lamangan,2007.0,"Small-town waitress Tess (Diana) is swept off her feet by dashing salesman Rico (Polo), who marries her and takes her to live on his isolated farm. When Rico goes on a sales trip and leaves her all alone, Tess fights off loneliness by befriending Celia (Francine).::ledster",Drama
Tiyanaks,Mark A. Reyes,2007.0,"Against the advice of a concerned mythology professor, a group of school friends decide to take an out of town trip during the holy week. When they first leave on their vacation, Shiela, Rina, Christian, Kerwin and their friends believe they have made a good decision. Everyone is happy and excited about their upcoming adventure. But soon, the mood starts to change. Shiela begins having dreams and premonitions about an evil presence somehow related to young children. She sees images of an old woman that terrifies her. Troubling, frightening events seems to multiply around them. The friends soon begin to believe that one of them may be the source of the evil that is plaguing them. Will one of friends have to sacrifice themselves in order to protect the others?::Irishlass240 (smmorr240@aol.com)","Action, Horror, Thriller"
Tribu,Jim Libiran,2007.0,,Drama
You Got Me,Cathy Garcia-molina,2007.0,"Insp.Amor ""Moe"" Santander (Toni Gonzaga) is a tough chick who's used to going after crooks. But there's also one thing she's running away from ever since her mother died: falling in love. Insp.Kevin Robles (Sam Milby) is daunted by most things, but most especially coming clean with the girl he's been loving from afar for a time now. Meanwhile, Caloy (Zanjoe Marudo) is a counterfeit DVD vendor whom Moe captures, along with his heart. Things get complicated when Caloy enlists Kevin's help to win Moe, just when Moe and Kevin's friendship gets deeper. Who does Moe really love? Will she even surrender to her feelings in the first place? Suddenly her life as one of the best performers in the service suffers.","Comedy, Drama"
100,Chris Martinez,2008.0,"100 chronicles the last three months of a cancer stricken woman who has a list of things to do before she dies. Her list of tasks, mostly closures and practical undertakings, expands to the worldly and the spiritual as people close to her share her last days. The film examines the betrayal of the body, celebrates the senses and contemplates the end of life and how to live it.::Anonymous",Drama
Ang Tanging Ina Nyong Lahat,Wenn V. Deramas,2008.0,,
A Very Special Love,Cathy Garcia-Molina,2008.0,"Laida Magtalas is a modern-day Belle. ""Miggy"" is the youngest member of the Montenegro clan a well established family in the business world. She applies as an Editorial Assistant at Miggy's newly launched men's magazine, ""Bachelor"". Laida revels working in such close proximity with the man of her dreams.::ledster","Comedy, Romance"
Baler,Mark Meily,2008.0,"Baler is a love story between Feliza, the daughter of a rebel commander and Celso, a half-Spanish soldier, set during the twilight years of the Spanish regime in the Philippines. The young couple struggle to keep their forbidden love alive despite familial and political tensions, culminating in an almost year-long blockade known as the Siege of Baler.","Drama, Romance, War"
Caregiver,Chito Roño,2008.0,"Sarah Gonzales, a grade school English teacher, joins the 150,000 Pinoy OFWs working in the United Kingdom to support her husband, Teddy Gonzales, in making a better living for their family. More than just a chronicle of the Filipino experience working as nurses and caregivers in the U.K., this story also charts Sarah's journey to self-discovery - from a submissive wife who makes sacrifices to make way for her Teddy's aspirations to an empowered woman who finds dignity and pride in a humbling job as a caregiver in London.::anonymous",Drama
Dayo: Sa Mundo ng Elementalia,Robert Quilao,2008.0,,
Desperadas 2,Joel Lamangan,2008.0,"The fabulous four are back; Isabela, Patricia, Stephanie, and Courtney. The siblings are facing more serious problems but they keep their poise and humor intact. They find out that they have another half-sister, Lagaluda. The story follows the colorful and funny twist and turns of the lives of the five half-sisters. Philippines Filipino movie.","Comedy, Romance"
For the First Time,Joyce Bernal,2008.0,Kc conception and rechald goterez,"Drama, Romance"
Iskul Bukol 20 Years After (Ungasis and Escaleras Adventure),Tony Reyes,2008.0,"The comical trio Tito, Vic and Joey returns in a reunion movie called ""ISKUL BUKOL: 20 YEARS AFTER (THE UNGASIS AND ESCALERAS ADVENTURE)."" 20 years later, Vic Ungasis, an archaeologist who has recovered the Kali of Humabon and is looking for a partner sword, the Kampilan of Lapu-Lapu, plus the Peseta, one of Judas Iscariot's 30 pieces of silver which reportedly gives the bearer immortality. Upon returning home, he reunites with the Escalera brothers, who have become successful real-estate developers.","Action, Adventure, Comedy, Fantasy"
Jay,Francis Javier Pasion,2008.0,"Jay is the name of the two protagonists in the film, one is living, the other dead. The living Jay is producing a documentary of the dead Jay, a gay teacher who was brutally killed. As Jay recreates and examines the life of his subject, his own life is affected when he unravels his subject's hidden life and secret love.::Anonymous","Comedy, Crime, Drama"
Kurap,Roni Bertubin,2008.0,,Drama
Magkaibigan,Jose Javier Reyes,2008.0,A story of two best friends whose lives became interconnected through the years and how their friendship proves to be their greatest strength going through the ups and downs of life.::BuddyBoy60,Drama
Manay Po 2,Joel Lamangan,2008.0,"Manay Po 2 continues the Manay Po story about a mother with 3 sons, 2 of whom are openly gay. The eldest son Oscar (Polo Ravales) is married to his business partner/boyfriend and the two are trying to have a son via artificial insemination and use of a surrogate mother. The woman named Bette (Rufa Mae Quinto) needs money and is willing to do anything for it, even being pregnant as a surrogate. Orwell (Jiro Manio), in his teens, is still confused about his sexuality and has a crush in school on his class's swimming instructor but cannot say it. Orson (John Prats), the only openly gay of the siblings, has become the campus queen, which angers Marky's girlfriend (EJ Jallorina). Problems arise between Oscar and his boyfriend when Bette demands more time with her. Bette dirty secret is that she has a live-in partner, who is revealed to be the one who stole the jewelry in the preceding film. The man steals the baby from Bette and tries to ransom it, but a timely intervention from Orson's family and friends rescues the infant, revealed to be dark complected in contrast to the tone of the mother's paler flesh. Bette reveals that she was using a skin-whitening product and bids farewell to the family.",Comedy
My Best Friend's Girlfriend,Mark A. Reyes,2008.0,Tank faces the ultimate test of friendship when his best friend hires him to take his ex-girlfriend out on a lousy date in order to make her realize how great her former boyfriend is.::IMDb Editors,"Comedy, Romance"
My Big Love,Jade Castro,2008.0,"Pastry chef Macky has struggled with his weight for most of his life. It's not easy being fat, especially when you're secretly admiring a young socialite columnist named Ninia who gets the shock of her life when she sees Macky in his 300-pound glory. Macky hires Aira as personal trailer and in the process of losing weight, the two gained love and affection for each other. But soon after Aira agrees to accept an offer to work abroad, being the breadwinner of the family. Two years pass and the Macky who was once laughed at is now one of the most sought-after bachelors in town. Macky now has to choose who really is his big love: the woman he dreamed of all his life or the woman who loved him unconditionally?::Poppa B","Drama, Romance"
My Monster Mom,Jose Javier Reyes,2008.0,"Single-mom Esme gives her daughter for adoption to her elder brother who immediately goes to America. Twenty-seven years later, daughter Abby goes back to the Philippines to meet her real mom. But Abby's excitement is foiled upon knowing that Esme is loud mouthed and worst nightmare. Days spelled hell for Abby, as she discovers that she and her horrific mother are complete polar opposites.::ctfabian",Comedy
My Only Ü,Cathy Garcia Molina,2008.0,"Winona, a sassy and spunky girl is just diagnosed with lupus, Bong, a guy who secretly loves her, will do everything for her to live to the fullest before she expires.::casper","Comedy, Drama, Romance"
One Night Only,Jose Javier Reyes,2008.0,"A motley gang of characters that includes a movie star, a reporter, a congressman, a hairdresser, a jilted, suicidal lesbian and a gold-digging playgirl all end up in the same seedy motel on one very strange night.::Anonymous",Comedy
One True Love,Mac Alejandre,2008.0,A story about a wife's struggle for his husband and his true love.::iGMA.tv,"Drama, Mystery, Romance"
Ploning,Dante Nico Garcia,2008.0,,"Drama, Romance"
